Tipo de paro;STATUS;Equipo ;Area que presenta la falla;Componente del area del equipo que presenta falla;Descripción breve ;Descripcion larga;Descubrimiento de la Falla;Síntoma de la falla;IMPacto de la falla;Tipo de falla;Causa de la falla;"Hora del INICIO del trabajo
";"Hora de FINALIZACIÓN del trabajo
";Duracion de trabajo;Nombre del equipo nuevo;Código del componente;HORA INICIO;HORA FIN;WEEK;DAY;Cantidad de tecnicos;Horas hombre;;;
MC;No operat.;Rubber Tyred Gantry Crane - K26;Main Structure [RTG06.03];Main Structure-Leg [RTG06.03.209];Soldadura en Hojal de la pata ;Se realiza soldadura del hojal el cual tenia una fisura.;103 MANTENIMIENTO;609 Roto/doblado;203 Impacto Operacional;301 Falla Mecánica;403 Daño;09:00:00;14:00:00;5,00;RTG06_;RTG06.03.209;viernes, 2 de junio de 2023;viernes, 2 de junio de 2023;22;2;2;10;;;
MC;No operat.;Rubber Tyred Gantry Crane - K26;Spreader Control [RTG06.29];Spreader Control-Cable [RTG06.29.065];ReeMPlazo de Canasto de Cable Umbilical y busqueda de falla;Se procede a desconectar el cable umbilical para reeMPlazar el canasto embudo del cable umbilical, se continua realizando, no se pudo corregir la falla del spreader debido a que estaba el personal de matheu realizando soldadura en la maquina;103 MANTENIMIENTO;609 Roto/doblado;203 IMPacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;07:00:00;14:00:00;7,00;RTG06_;RTG06.29.065;viernes, 2 de junio de 2023;viernes, 2 de junio de 2023;22;2;2;14;;;
AO;Operativa;Rubber Tyred Gantry Crane - K17;Spreader [RTG04.30];Spreader-Control System [RTG04.30.105];paro de spreader;se reseteo spreader ;102 OPERACIONES;601 Paro;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;14:48:00;14:55:00;0,12;RTG04_;RTG04.30.105;viernes, 2 de junio de 2023;viernes, 2 de junio de 2023;22;2;2;0,233333333;;;
BD;Operativa;Reach Stacker - 43;Electrical System [RS08.09];Electrical System [RS08.09];no funciona pedal de acelerador; se reviso circuito y se encontro ficha electrica de acelerador sucia;102 OPERACIONES;602 Pérdida de desempeño;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;14:53:00;15:40:00;0,78;RS08_;RS08.09;viernes, 2 de junio de 2023;viernes, 2 de junio de 2023;22;2;2;1,566666667;;;
MC;No operat.;Mobile Harbour Crane - 10;Electrical System [MHC04.09];Electrical System [MHC04.09];cable riel cortado;se reviso cable riel y se encontraron cables cortados;102 OPERACIONES;601 Paro;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;14:00:00;19:00:00;5,00;MHC04_;MHC04.09;viernes, 2 de junio de 2023;viernes, 2 de junio de 2023;22;2;3;15;;;
MC;Seguimiento;Rubber Tyred Gantry Crane - K26;Main Structure [RTG06.03];Main Structure [RTG06.03];cambio de canasto de spreader. Soldadura en fisura de ojal de una pata ;se procede a la colocacion de canasto de cable umbilical,coneccionado del cable y prueba de bomba hidraulica.queda operativa;103 MANTENIMIENTO;601 Paro;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;14:00:00;22:00:00;8,00;RTG06_;RTG06.03;viernes, 2 de junio de 2023;viernes, 2 de junio de 2023;22;2;4;32;;;
MC;No operat.;Rubber Tyred Gantry Crane - K28;Main Hoist [RTG09.05];Main Hoist-Inverter 1/Master [RTG09.05.614];continuacion de busqueda de correccion de falla;se continua con busqueda de fallas en inverter de hoist 1;102 OPERACIONES;601 Paro;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;14:00:00;22:00:00;8,00;RTG09_;RTG09.05.614;viernes, 2 de junio de 2023;viernes, 2 de junio de 2023;22;2;2;16;;;
BD;Operativa;Forklift - 108;Electrical System [FL08.09];Electrical System [FL08.09];no arranca;se reviso encontrandose cable cortado de burro de arranque y amortiguador de capota roto;102 OPERACIONES;601 Paro;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;15:40:00;16:10:00;0,50;FL08_;FL08.09;viernes, 2 de junio de 2023;viernes, 2 de junio de 2023;22;2;2;1;;;
BD;Operativa;Rubber Tyred Gantry Crane - K3;Control System [RTG07.02];Control System-Camera System [RTG07.02.073];camara fuera de foco;las camaras estaban corridas;102 OPERACIONES;602 Pérdida de desempeño;203 Impacto Operacional;303 Falla de Control;404 Relacionado a Mantenimiento;16:20:00;17:15:00;0,92;RTG07_;RTG07.02.073;viernes, 2 de junio de 2023;viernes, 2 de junio de 2023;22;2;1;0,916666667;;;
AO;Operativa;Mobile Harbour Crane - 09;Electrical System [MHC03.09];Electrical System [MHC03.09];falla limite de pluma;grua muy cerca de barco para bajar fila 6;102 OPERACIONES;601 Paro;203 Impacto Operacional;305  Falla Civil;;16:50:00;17:15:00;0,42;MHC03_;MHC03.09;viernes, 2 de junio de 2023;viernes, 2 de junio de 2023;22;2;2;0,833333333;;;
BD;Operativa;Rubber Tyred Gantry Crane - K11;Other [RTG02.99];Other [RTG02.99];Equipo no traslada;se reseteo ;102 OPERACIONES;601 Paro;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;17:05:00;17:20:00;0,25;RTG02_;RTG02.99;viernes, 2 de junio de 2023;viernes, 2 de junio de 2023;22;2;2;0,5;;;
MC;Operativa;Rubber Tyred Gantry Crane - K11;Trolley [RTG02.06];Trolley-Wheel-P001 [RTG02.06.357.P001];Equipo no traslada;se revisa y encuentran 2 ruedas pinchadasde boogie 1;102 OPERACIONES;601 Paro;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;17:55:00;21:25:00;3,50;RTG02_;#N/A;viernes, 2 de junio de 2023;viernes, 2 de junio de 2023;22;2;1;3,5;;;
AO;Operativa;Rubber Tyred Gantry Crane - K20;Spreader [RTG05.30];Spreader-Control System [RTG05.30.105];se apago semaforo de spreader;se reseteo;102 OPERACIONES;602 Pérdida de desempeño;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;19:15:00;19:20:00;0,08;RTG05_;RTG05.30.105;viernes, 2 de junio de 2023;viernes, 2 de junio de 2023;22;2;2;0,166666667;;;
AO;Operativa;Rubber Tyred Gantry Crane - K16;Spreader [RTG03.30];Spreader Control [RTG03.29];spreader baja de un lado solo;se resetean parametros;102 OPERACIONES;601 Paro;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;21:13:00;21:35:00;0,37;RTG03_;#N/A;viernes, 2 de junio de 2023;viernes, 2 de junio de 2023;22;2;2;0,733333333;;;
AO;Operativa;Rubber Tyred Gantry Crane - K24;Rubber Tyred Gantry Crane - 08 [RTG08];Rubber Tyred Gantry Crane - 08 [RTG08];al querer trasladar se apago;se reseteo;102 OPERACIONES;601 Paro;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;21:40:00;21:47:00;0,12;RTG08_;#N/A;viernes, 2 de junio de 2023;viernes, 2 de junio de 2023;22;2;2;0,233333333;;;
AO;Operativa;Mobile Harbour Crane - 08;Spreader [MHC02.30];Spreader-Electrical System [MHC02.30.127];se apaga spreader;se reestablecio llave termica;102 OPERACIONES;601 Paro;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;21:45:00;21:50:00;0,08;MHC02_;MHC02.30.127;viernes, 2 de junio de 2023;viernes, 2 de junio de 2023;22;2;2;0,166666667;;;
MC;Seguimiento;Mobile Harbour Crane - 10;Spreader Control [MHC04.29];Spreader Control-Cable Reel [MHC04.29.069];Culminacion de instalacion ;Se realiza el armado de la ficha del cable reel en la grua se colocan todos los terminales faltantes, luego en el extremo del gancho se sello el cable con cinta aisladora - Esta faltando realizar el sellado del cable con el rayche porque existe el riesgo que le entre agua a la ficha- Luego se colocal los tierantes en el gancho se mide continuidad entre las conexiones del aro y la ficha del gancho y se prueba en vacio, gira sin ningun problema para ambos lados, esta faltando instalar un spreader y probar todas las funciones del mismo especialmente la del ttds;103 MANTENIMIENTO;609 Roto/doblado;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;03:55:00;05:50:00;1,92;MHC04_;MHC04.29.069;viernes, 2 de junio de 2023;viernes, 2 de junio de 2023;22;3;4;7,666666667;;;
MP;Seguimiento;Rubber Tyred Gantry Crane - K26;LV/Power System [RTG06.04];LV/Power System-Motor [RTG06.04.233];MANTENIMIENTO PREVENTIVO 500 hs 001;SE REALIZO MANTENIMIENTO DE DIESEL 500HS, adicional a eso se instalo la proteccion de las manta ignifuga, queda pendiente remplazar el filtro primaro, no han llegado todavia, se limpio con trapo la zona del diesel y se debera llevar al lavadero para hacer una limpieza mas completa incluyendo el radiador, - La sala diesel le faltan las puertas.;103 MANTENIMIENTO;614 Nivel de líquido;203 Impacto Operacional;399  No hay falla;404 Relacionado a Mantenimiento;23:40:00;05:30:00;5,83;RTG06_;RTG06.04.233;sábado, 3 de junio de 2023;sábado, 3 de junio de 2023;22;3;2;11,66666667;;;
BD;Operativa;Mobile Harbour Crane - 12;Spreader [MHC06.30];Spreader-Control System-Twin Twenty Detection Sys [MHC06.30.105.148];no funciona TTDs;ESTABA DESCONECTADO-SE VOLVIO A CONECTAR;103 MANTENIMIENTO;602 Pérdida de desempeño;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;22:00:00;22:20:00;0,33;MHC06_;MHC06.30.105.148;sábado, 3 de junio de 2023;sábado, 3 de junio de 2023;22;3;3;1;;;
MC;Seguimiento;Spreader - 20;Flipper System [SP05.57];Flipper System-Flipper Assembly [SP05.57.155];se cierra el spreader en la bodega;El spreader se cierras cuando colocaba los tachos en la bodega, se regula freno de apertura y cierre y queda operativa, tener en cuenta que la grua estuvo trabajando mientras se evidenciaba la falla , hasta que se paro y se regulo el freno, por otra parte que se debera revisar el flipper negro, no esta subiendo en automatico juntos con los demas flipper;103 MANTENIMIENTO;602 Pérdida de desempeño;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;23:57:00;00:17:00;0,33;SP05_;SP05.57.155;sábado, 3 de junio de 2023;sábado, 3 de junio de 2023;22;3;3;1;;;
BD;Operativa;Reach Stacker - 43;Electrical System [RS08.09];Electrical System-Lighting [RS08.09.213];Faro del spreader desprendido;SE AJUSTA FAROL DE SPREADER;102 OPERACIONES;613 Suelto;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;03:18:00;03:39:00;0,35;RS08_;RS08.09.213;sábado, 3 de junio de 2023;sábado, 3 de junio de 2023;22;3;3;1,05;;;
BD;Seguimiento;Mobile Harbour Crane - 08;Rotating Unit [MHC02.61];Rotating Unit-Structure-Hook [MHC02.61.315.141];Gancho;el operador indica que el gancho no le respondia a los comando cuando tenia contenedor, indica que le fantaba fuerza, se revisa y se obsera que estando en vacio giraba en ambos lados de forma normal, se realiza cambio de rectificador , la falla continuaba se revisan presiones y tenia 230 bar, lo que se observo fue que habia mucho aceite en el gancho, se debera revisar la bomba y el motor hidraulico, se saca de servicio la grua. para colocar otra y que terminara ese bay.;102 OPERACIONES;602 Pérdida de desempeño;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;02:05:00;02:45:00;0,67;MHC02_;MHC02.61.315.141;sábado, 3 de junio de 2023;sábado, 3 de junio de 2023;22;3;3;2;;;
BD;Operativa;Rubber Tyred Gantry Crane - K20;Spreader Control [RTG05.29];Spreader Control-Electrical Drive [RTG05.29.125];perdida de señal del spreader;al llegar a lamaquina se observa falla f10, se normaliza se encienden los driver y vuelve a tener señal el spreader.;102 OPERACIONES;602 Pérdida de desempeño;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;05:10:00;05:18:00;0,13;RTG05_;RTG05.29.125;sábado, 3 de junio de 2023;sábado, 3 de junio de 2023;22;3;3;0,4;;;
MC;Operativa;Rubber Tyred Gantry Crane - K26;Spreader [RTG06.30];Spreader-Flipper System-Flipper Assembly [RTG06.30.387.163];ReeMPlazo de Flipper ;Se procede a desmontar el flippers debido a que el mismo estaba rajado, se busca en pañol y no hay flipper por lo que se procede a desmontarle uno a la K28 del lado agua, luego se instala en la K26 quedando ok, al realizar prueba al equipo este corta el traslado y dispara la termica del motor del booguie 1, se revisa e invierte fase al motor debido a que fue reeMPlazo hace poco, se prueba funcionamiento quedando ok, el operador reporta que tarda en frenar el traslado, se regula freno del mismo motor y mejora considerablemente, luego el operador realiza prueba de funcionamiento del equipo quedando ok.;102 OPERACIONES;;;304 Falla Eléctrica;404 Relacionado a Mantenimiento;07:00:00;09:50:00;2,83;RTG06_;RTG06.30.387.163;sábado, 3 de junio de 2023;sábado, 3 de junio de 2023;22;3;2;5,666666667;;;
BD;No operat.;Rubber Tyred Gantry Crane - K26;Powertrain [RTG06.24];Powertrain-Main Engine (1) [RTG06.24.600];Rotura de biela y perforacion del block ;Se asiste al equipo y se encuentra que el motor diesel esta en llamas se acciona el sistema contra incendio de sala diesel y el mismo no actua, se pide apoyo a operaciones y el personal de la guardia con extintores y se pudo extinguir el mismo.;102 OPERACIONES;609 Roto/doblado;203 Impacto Operacional;301 Falla Mecánica;;10:36:00;10:50:00;0,23;RTG06_;RTG06.24.600;sábado, 3 de junio de 2023;sábado, 3 de junio de 2023;22;3;3;0,7;;;
Preoperativo;Operativa;Mobile Harbour Crane - 09;Mobile Harbour Crane - 03 [MHC03];NO ID;Preoperativo;Se realiza Preoperativo de la grua y spreader;103 MANTENIMIENTO;;;;;07:00:00;08:00:00;1,00;MHC03_;#N/A;sábado, 3 de junio de 2023;sábado, 3 de junio de 2023;22;3;3;3;;;
Preoperativo;Operativa;Mobile Harbour Crane - 10;Mobile Harbour Crane - 04 [MHC04];NO ID;Preoperativo;Se realiza Preoperativo de la grua y spreader;103 MANTENIMIENTO;;;;;08:00:00;09:00:00;1,00;MHC04_;#N/A;sábado, 3 de junio de 2023;sábado, 3 de junio de 2023;22;3;3;3;;;
Preoperativo;Operativa;Mobile Harbour Crane - 11;Mobile Harbour Crane - 05 [MHC05];NO ID;Preoperativo;Se realiza Preoperativo de la grua y spreader;103 MANTENIMIENTO;;;;;09:00:00;10:00:00;1,00;MHC05_;#N/A;sábado, 3 de junio de 2023;sábado, 3 de junio de 2023;22;3;3;3;;;
Preoperativo;Operativa;Mobile Harbour Crane - 12;Mobile Harbour Crane - 06 [MHC06];NO ID;Preoperativo;Se realiza Preoperativo de la grua y spreader;103 MANTENIMIENTO;;;;;10:00:00;11:00:00;1,00;MHC06_;#N/A;sábado, 3 de junio de 2023;sábado, 3 de junio de 2023;22;3;3;3;;;
MC;Seguimiento;Rubber Tyred Gantry Crane - K28;Gantry [RTG09.07];Gantry-Motor-P001 [RTG09.07.233.P001];ReeMPlazo de Motor de Booguie 1;Se procede a realizar reeMPlazo del motor debido a que el mismo tiene bajo aislamiento, se retira motor y se coloca motor entregado en pañol, queda pendiente realizar conexion electrica;103 MANTENIMIENTO;602 Pérdida de deseMPeño;203 IMPacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;07:00:00;14:00:00;7,00;RTG09_;RTG09.07.233.P001;sábado, 3 de junio de 2023;sábado, 3 de junio de 2023;22;3;2;14;;;
AO;Operativa;Rubber Tyred Gantry Crane - K17;Control System [RTG04.02];Control System [RTG04.02];Tablero abierto en trolley;Se da aviso a la guardia para que cierre el tablero que esta en el trolley debido a que estaba abierto;103 MANTENIMIENTO;;;;;12:00:00;12:10:00;0,17;RTG04_;RTG04.02;sábado, 3 de junio de 2023;sábado, 3 de junio de 2023;22;3;3;0,5;;;
MC;Seguimiento;Mobile Harbour Crane - 08;Spreader Control [MHC02.29];Spreader Control-Motor [MHC02.29.233];ReeMPlazo de Bomba hidraulica en motor;Se procede a realizar reeMPlazo de la bomba hidraulica en el gancho debido a que tenia fuga de aceite, queda pendiente probar funcionamiento y pruba de giro el cual le costaba girar;103 MANTENIMIENTO;607 Fuga;203 IMPacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;07:00:00;14:00:00;7,00;MHC02_;MHC02.29.233;sábado, 3 de junio de 2023;sábado, 3 de junio de 2023;22;3;2;14;;;
MC;No operat.;Reach Stacker - 42;Powertrain [RS07.24];Powertrain-Differential [RS07.24.113];armado de masas y ruedas delanteras;se organizo operativo con gomeria y operaciones para el armado de esparragos de ruedas,levantamiento con otra containera y colocacion de ruedas. Queda continuar con coneccionado de mangueras hidraulicas y cambio del aceite. Sacar motor de deposito de infraestructura;103 MANTENIMIENTO;601 Paro;203 Impacto Operacional;301 Falla Mecánica;;14:00:00;20:30:00;6,50;RS07_;RS07.24.113;sábado, 3 de junio de 2023;sábado, 3 de junio de 2023;22;3;2;13;;;
MC;No operat.;Rubber Tyred Gantry Crane - K26;Powertrain [RTG06.24];Powertrain-Main Engine (1)-Main Engine [RTG06.24.600.199];motor incendiado;retiro de motor incendiado para la posterior limpieza de habitaculo y cambio del mismo. Incluye cambio de instalacion electrica y demas perifericos dañados;103 MANTENIMIENTO;601 Paro;203 Impacto Operacional;301 Falla Mecánica;;14:00:00;19:00:00;5,00;RTG06_;RTG06.24.600.199;sábado, 3 de junio de 2023;sábado, 3 de junio de 2023;22;3;2;10;;;
MC;No operat.;Rubber Tyred Gantry Crane - K28;Gantry [RTG09.07];Gantry-Motor-P001 [RTG09.07.233.P001];reeMPlazo motor de booguie;coneccion electrica y prueba de motor de booguie 1, se encuentra falla en inverter y se procede al cambio del mismo quedando funcionando la maquina solo queda solucionar problemas de luces de carro;103 MANTENIMIENTO;601 Paro;203 IMPacto Operacional;304 Falla Eléctrica;;14:00:00;22:00:00;8,00;RTG09_;RTG09.07.233.P001;sábado, 3 de junio de 2023;sábado, 3 de junio de 2023;22;3;4;32;;;
MC;No operat.;Mobile Harbour Crane - 08;Spreader Control [MHC02.29];Spreader Control-Motor [MHC02.29.233];Gancho;remplazo de motor hidraulico de giro de gancho,se regula a 210 psi. ,se prueba funcionamiento con contenedor de 28 tn y no gira. Continuar con revision y reparacion;103 MANTENIMIENTO;601 Paro;203 Impacto Operacional;301 Falla Mecánica;;14:00:00;19:00:00;5,00;MHC02_;MHC02.29.233;sábado, 3 de junio de 2023;sábado, 3 de junio de 2023;22;3;2;10;;;
AO;Operativa;Rubber Tyred Gantry Crane - K24;Spreader Control [RTG08.29];Spreader Control-Electrical Drive [RTG08.29.125];se apaga spreader;se resetea electricamente;103 MANTENIMIENTO;601 Paro;203 Impacto Operacional;304 Falla Eléctrica;;14:50:00;15:00:00;0,17;RTG08_;RTG08.29.125;sábado, 3 de junio de 2023;sábado, 3 de junio de 2023;22;3;2;0,333333333;;;
BD;Operativa;Rubber Tyred Gantry Crane - K31;Powertrain [RTG10.24];Powertrain-Main Engine (1) [RTG10.24.600];falla de motor;se cambiaron filtros de combustible y limpieza de malla metalica por tanque de combustible sucio;103 MANTENIMIENTO;602 Pérdida de desempeño;203 Impacto Operacional;301 Falla Mecánica;;17:45:00;18:45:00;1,00;RTG10_;RTG10.24.600;sábado, 3 de junio de 2023;sábado, 3 de junio de 2023;22;3;2;2;;;
MC;Operativa;Rubber Tyred Gantry Crane - K24;Spreader [RTG08.30];Spreader-Electrical System [RTG08.30.127];puerta de tablero abierta ;se cerro puerta de tablero;103 MANTENIMIENTO;699 No aplica;201 Impacto en seguridad;399  No hay falla;;18:30:00;18:45:00;0,25;RTG08_;RTG08.30.127;sábado, 3 de junio de 2023;sábado, 3 de junio de 2023;22;3;2;0,5;;;
MC;No operat.;Spreader - 20;Main Structure [SP05.03];Main Structure [SP05.03];cambio de charlin y caracol;se comienza con cambio de charlin y caracol. Continuar con el mismo;103 MANTENIMIENTO;601 Paro;203 Impacto Operacional;301 Falla Mecánica;;20:00:00;22:00:00;2,00;SP05_;SP05.03;sábado, 3 de junio de 2023;sábado, 3 de junio de 2023;22;3;3;6;;;
BD;Operativa;Reach Stacker - 38;Spreader Comp. [RS03.14];Spreader Comp. [RS03.14];luz de semaforo apagada;se cambio lampara quemada;102 OPERACIONES;602 Pérdida de desempeño;203 Impacto Operacional;304 Falla Eléctrica;;21:00:00;21:20:00;0,33;RS03_;RS03.14;sábado, 3 de junio de 2023;sábado, 3 de junio de 2023;22;3;3;1;;;
AO;Operativa;Reach Stacker - 41;Spreader Comp. [RS06.14];Spreader Comp. [RS06.14];No suelta tacho;Se destraban pinos;102 OPERACIONES;601 Paro;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;22:10:00;22:35:00;0,42;RS06_;RS06.14;sábado, 3 de junio de 2023;sábado, 3 de junio de 2023;22;4;3;1,25;;;
MC;Operativa;Spreader - 20;Flipper System [SP05.57];Flipper System [SP05.57];Reparacion de Flipper;Cambio de Caracol - Falta probar en Grua;102 OPERACIONES;601 Paro;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;00:00:00;04:00:00;4,00;SP05_;SP05.57;sábado, 3 de junio de 2023;sábado, 3 de junio de 2023;22;4;3;12;;;
